dataset,model,mode,alpha,repeat_index,coverage,interval_size,ece
E-c,Emollama-chat-13b,global,0.3,4,0.7116564417177914,4.134969325153374,0.011656441717791455
E-c,Emollama-chat-13b,global,0.4,4,0.6380368098159509,3.3604294478527605,0.03803680981595092
E-c,Emollama-chat-13b,global,0.5,4,0.5291411042944786,2.665644171779141,0.02914110429447858
E-c,Emollama-chat-13b,global,0.6,4,0.42024539877300615,2.1671779141104293,0.02024539877300613
E-c,Emollama-chat-13b,global,0.7,4,0.3343558282208589,1.7453987730061349,0.034355828220858864
E-c,Emollama-chat-13b,global,0.8,4,0.2116564417177914,1.3420245398773005,0.011656441717791455
E-c,Emollama-chat-13b,global,0.9,4,0.14263803680981596,1.1058282208588956,0.04263803680981598
E-c,Emollama-chat-13b,global,0.1,5,0.9081163859111792,6.675344563552833,0.008116385911179136
E-c,Emollama-chat-13b,global,0.2,5,0.7932618683001531,4.860643185298621,0.006738131699846939
E-c,Emollama-chat-13b,global,0.3,5,0.666156202143951,3.664624808575804,0.03384379785604896
E-c,Emollama-chat-13b,global,0.4,5,0.5681470137825421,2.872894333843798,0.03185298621745791
E-c,Emollama-chat-13b,global,0.5,5,0.4777947932618683,2.3920367534456357,0.0222052067381317
E-c,Emollama-chat-13b,global,0.6,5,0.36906584992343033,1.9234303215926494,0.03093415007656969
E-c,Emollama-chat-13b,global,0.7,5,0.30627871362940273,1.6018376722817764,0.006278713629402688
E-c,Emollama-chat-13b,global,0.8,5,0.222052067381317,1.326186830015314,0.022052067381317042
E-c,Emollama-chat-13b,global,0.9,5,0.14241960183767227,1.0888208269525268,0.042419601837672294
E-c,Emollama-chat-13b,global,0.1,6,0.9035222052067381,6.549770290964778,0.0035222052067380716
E-c,Emollama-chat-13b,global,0.2,6,0.8192955589586524,5.010719754977029,0.019295558958652315
E-c,Emollama-chat-13b,global,0.3,6,0.7274119448698315,3.9601837672281777,0.02741194486983156
E-c,Emollama-chat-13b,global,0.4,6,0.6263399693721287,3.0781010719754978,0.02633996937212868
E-c,Emollama-chat-13b,global,0.5,6,0.5068912710566615,2.5206738131699846,0.006891271056661541
E-c,Emollama-chat-13b,global,0.6,6,0.38131699846860645,2.0306278713629404,0.018683001531393573
E-c,Emollama-chat-13b,global,0.7,6,0.28024502297090353,1.6217457886676876,0.01975497702909651
E-c,Emollama-chat-13b,global,0.8,6,0.18223583460949463,1.2741194486983154,0.01776416539050532
E-c,Emollama-chat-13b,global,0.9,6,0.10566615620214395,1.0719754977029097,0.005666156202143974
E-c,Emollama-chat-13b,global,0.1,7,0.9263803680981595,7.200920245398773,0.026380368098159468
E-c,Emollama-chat-13b,global,0.2,7,0.8282208588957055,5.217791411042945,0.02822085889570547
E-c,Emollama-chat-13b,global,0.3,7,0.7377300613496932,4.052147239263804,0.037730061349693256
E-c,Emollama-chat-13b,global,0.4,7,0.6303680981595092,3.1165644171779143,0.03036809815950925
E-c,Emollama-chat-13b,global,0.5,7,0.5720858895705522,2.687116564417178,0.07208588957055218
E-c,Emollama-chat-13b,global,0.6,7,0.4325153374233129,2.1533742331288344,0.03251533742331286
E-c,Emollama-chat-13b,global,0.7,7,0.3220858895705521,1.687116564417178,0.022085889570552075
E-c,Emollama-chat-13b,global,0.8,7,0.2361963190184049,1.3941717791411044,0.03619631901840495
E-c,Emollama-chat-13b,global,0.9,7,0.12883435582822086,1.0812883435582823,0.028834355828220887
E-c,Emollama-chat-13b,global,0.1,8,0.9127105666156202,7.16385911179173,0.0127105666156202
E-c,Emollama-chat-13b,global,0.2,8,0.7978560490045942,5.168453292496172,0.0021439509954058744
E-c,Emollama-chat-13b,global,0.3,8,0.6952526799387443,3.9892802450229707,0.0047473200612556665
E-c,Emollama-chat-13b,global,0.4,8,0.5957120980091883,3.1225114854517613,0.004287901990811638
E-c,Emollama-chat-13b,global,0.5,8,0.49157733537519144,2.509954058192956,0.008422664624808562
E-c,Emollama-chat-13b,global,0.6,8,0.39356814701378257,2.107197549770291,0.006431852986217457
E-c,Emollama-chat-13b,global,0.7,8,0.2725880551301684,1.6140888208269526,0.027411944869831617
E-c,Emollama-chat-13b,global,0.8,8,0.16998468606431852,1.2649310872894335,0.030015313935681437
E-c,Emollama-chat-13b,global,0.9,8,0.12098009188361408,1.0857580398162328,0.020980091883614105
E-c,Emollama-chat-13b,global,0.1,9,0.9372128637059725,7.2465543644716695,0.03721286370597243
E-c,Emollama-chat-13b,global,0.2,9,0.8361408882082695,5.330781010719755,0.03614088820826944
E-c,Emollama-chat-13b,global,0.3,9,0.7366003062787136,3.9892802450229707,0.03660030627871369
E-c,Emollama-chat-13b,global,0.4,9,0.6217457886676876,3.134762633996937,0.021745788667687616
E-c,Emollama-chat-13b,global,0.5,9,0.5405819295558959,2.5911179173047474,0.0405819295558959
E-c,Emollama-chat-13b,global,0.6,9,0.45788667687595713,2.215926493108729,0.05788667687595711
E-c,Emollama-chat-13b,global,0.7,9,0.3430321592649311,1.773353751914242,0.043032159264931036
E-c,Emollama-chat-13b,global,0.8,9,0.23124042879019907,1.3828483920367534,0.031240428790199115
E-c,Emollama-chat-13b,global,0.9,9,0.14854517611026033,1.122511485451761,0.04854517611026035
E-c,Emollama-chat-13b,hybrid,0.1,0,0.9401840490797546,7.691717791411043,0.04018404907975459
E-c,Emollama-chat-13b,hybrid,0.2,0,0.8297546012269938,5.852760736196319,0.029754601226993804
E-c,Emollama-chat-13b,hybrid,0.3,0,0.7607361963190185,4.733128834355829,0.0607361963190185
E-c,Emollama-chat-13b,hybrid,0.4,0,0.6411042944785276,3.6978527607361964,0.04110429447852759
E-c,Emollama-chat-13b,hybrid,0.5,0,0.5414110429447853,3.0306748466257667,0.04141104294478526
E-c,Emollama-chat-13b,hybrid,0.6,0,0.46319018404907975,2.6303680981595092,0.06319018404907972
E-c,Emollama-chat-13b,hybrid,0.7,0,0.3911042944785276,2.188650306748466,0.09110429447852758
E-c,Emollama-chat-13b,hybrid,0.8,0,0.26993865030674846,1.7116564417177915,0.0699386503067485
E-c,Emollama-chat-13b,hybrid,0.9,0,0.1411042944785276,1.2147239263803682,0.04110429447852762
E-c,Emollama-chat-13b,hybrid,0.1,1,0.9372128637059725,7.520673813169985,0.03721286370597243
E-c,Emollama-chat-13b,hybrid,0.2,1,0.8621745788667687,5.825421133231241,0.06217457886676869
E-c,Emollama-chat-13b,hybrid,0.3,1,0.774885145482389,4.597243491577335,0.074885145482389
E-c,Emollama-chat-13b,hybrid,0.4,1,0.6967840735068913,3.8698315467075037,0.09678407350689133
E-c,Emollama-chat-13b,hybrid,0.5,1,0.6263399693721287,3.2909647779479325,0.12633996937212866
E-c,Emollama-chat-13b,hybrid,0.6,1,0.5267993874425727,2.7656967840735067,0.1267993874425727
E-c,Emollama-chat-13b,hybrid,0.7,1,0.450229709035222,2.3751914241960184,0.15022970903522198
E-c,Emollama-chat-13b,hybrid,0.8,1,0.28483920367534454,1.7565084226646248,0.08483920367534459
E-c,Emollama-chat-13b,hybrid,0.9,1,0.16845329249617153,1.2358346094946402,0.06845329249617155
E-c,Emollama-chat-13b,hybrid,0.1,2,0.9173047473200613,7.405819295558959,0.017304747320061264
E-c,Emollama-chat-13b,hybrid,0.2,2,0.8591117917304747,5.9326186830015315,0.05911179173047465
E-c,Emollama-chat-13b,hybrid,0.3,2,0.7718223583460949,4.793261868300153,0.07182235834609496
E-c,Emollama-chat-13b,hybrid,0.4,2,0.664624808575804,3.872894333843798,0.064624808575804
E-c,Emollama-chat-13b,hybrid,0.5,2,0.5666156202143952,3.1500765696784074,0.06661562021439515
E-c,Emollama-chat-13b,hybrid,0.6,2,0.47013782542113325,2.644716692189893,0.07013782542113323
E-c,Emollama-chat-13b,hybrid,0.7,2,0.37059724349157736,2.222052067381317,0.07059724349157731
E-c,Emollama-chat-13b,hybrid,0.8,2,0.25267993874425726,1.6294027565084226,0.052679938744257304
E-c,Emollama-chat-13b,hybrid,0.9,2,0.15313935681470137,1.234303215926493,0.05313935681470139
E-c,Emollama-chat-13b,hybrid,0.1,3,0.9387442572741195,7.612557427258806,0.038744257274119454
E-c,Emollama-chat-13b,hybrid,0.2,3,0.8637059724349158,5.807044410413476,0.06370597243491571
E-c,Emollama-chat-13b,hybrid,0.3,3,0.7856049004594181,4.735068912710567,0.08560490045941815
E-c,Emollama-chat-13b,hybrid,0.4,3,0.6967840735068913,3.8483920367534457,0.09678407350689133
E-c,Emollama-chat-13b,hybrid,0.5,3,0.5880551301684533,3.1776416539050536,0.08805513016845334
E-c,Emollama-chat-13b,hybrid,0.6,3,0.46248085758039814,2.6232771822358347,0.06248085758039812
E-c,Emollama-chat-13b,hybrid,0.7,3,0.35834609494640124,2.124042879019908,0.058346094946401195
E-c,Emollama-chat-13b,hybrid,0.8,3,0.222052067381317,1.557427258805513,0.022052067381317042
E-c,Emollama-chat-13b,hybrid,0.9,3,0.12557427258805512,1.1822358346094946,0.02557427258805514
E-c,Emollama-chat-13b,hybrid,0.1,4,0.946319018404908,7.976993865030675,0.04631901840490793
E-c,Emollama-chat-13b,hybrid,0.2,4,0.8604294478527608,5.815950920245399,0.06042944785276072
E-c,Emollama-chat-13b,hybrid,0.3,4,0.7653374233128835,4.763803680981595,0.0653374233128835
E-c,Emollama-chat-13b,hybrid,0.4,4,0.691717791411043,3.98159509202454,0.09171779141104297
E-c,Emollama-chat-13b,hybrid,0.5,4,0.6042944785276073,3.348159509202454,0.10429447852760731
E-c,Emollama-chat-13b,hybrid,0.6,4,0.5015337423312883,2.7837423312883436,0.10153374233128831
E-c,Emollama-chat-13b,hybrid,0.7,4,0.3987730061349693,2.236196319018405,0.09877300613496925
E-c,Emollama-chat-13b,hybrid,0.8,4,0.25920245398773006,1.6610429447852761,0.05920245398773011
E-c,Emollama-chat-13b,hybrid,0.9,4,0.16257668711656442,1.2269938650306749,0.06257668711656444
E-c,Emollama-chat-13b,hybrid,0.1,5,0.9280245022970903,7.3843797856049,0.028024502297090303
E-c,Emollama-chat-13b,hybrid,0.2,5,0.8376722817764165,5.5742725880551305,0.03767228177641646
E-c,Emollama-chat-13b,hybrid,0.3,5,0.7381316998468607,4.451761102603369,0.03813169984686071
E-c,Emollama-chat-13b,hybrid,0.4,5,0.6294027565084227,3.57427258805513,0.029402756508422723
E-c,Emollama-chat-13b,hybrid,0.5,5,0.5604900459418071,3.0336906584992342,0.06049004594180707
E-c,Emollama-chat-13b,hybrid,0.6,5,0.45941807044410415,2.6110260336906586,0.05941807044410413
E-c,Emollama-chat-13b,hybrid,0.7,5,0.3460949464012251,2.098009188361409,0.04609494640122508
E-c,Emollama-chat-13b,hybrid,0.8,5,0.26186830015313933,1.660030627871363,0.06186830015313938
E-c,Emollama-chat-13b,hybrid,0.9,5,0.16998468606431852,1.199081163859112,0.06998468606431854
E-c,Emollama-chat-13b,hybrid,0.1,6,0.9372128637059725,7.3215926493108725,0.03721286370597243
E-c,Emollama-chat-13b,hybrid,0.2,6,0.8575803981623277,5.732006125574273,0.05758039816232763
E-c,Emollama-chat-13b,hybrid,0.3,6,0.7947932618683001,4.713629402756508,0.09479326186830017
E-c,Emollama-chat-13b,hybrid,0.4,6,0.6845329249617151,3.7871362940275652,0.08453292496171516
E-c,Emollama-chat-13b,hybrid,0.5,6,0.5681470137825421,3.1225114854517613,0.06814701378254207
E-c,Emollama-chat-13b,hybrid,0.6,6,0.4869831546707504,2.6094946401225116,0.08698315467075035
E-c,Emollama-chat-13b,hybrid,0.7,6,0.34915773353751917,2.107197549770291,0.04915773353751912
E-c,Emollama-chat-13b,hybrid,0.8,6,0.22970903522205208,1.5375191424196017,0.02970903522205212
E-c,Emollama-chat-13b,hybrid,0.9,6,0.13782542113323124,1.209800918836141,0.03782542113323126
E-c,Emollama-chat-13b,hybrid,0.1,7,0.950920245398773,7.99079754601227,0.050920245398772934
E-c,Emollama-chat-13b,hybrid,0.2,7,0.8680981595092024,6.029141104294479,0.0680981595092024
E-c,Emollama-chat-13b,hybrid,0.3,7,0.7914110429447853,4.756134969325154,0.0914110429447853
E-c,Emollama-chat-13b,hybrid,0.4,7,0.6809815950920245,3.785276073619632,0.08098159509202452
E-c,Emollama-chat-13b,hybrid,0.5,7,0.6196319018404908,3.245398773006135,0.11963190184049077
E-c,Emollama-chat-13b,hybrid,0.6,7,0.5352760736196319,2.799079754601227,0.1352760736196319
E-c,Emollama-chat-13b,hybrid,0.7,7,0.4003067484662577,2.207055214723926,0.10030674846625764
E-c,Emollama-chat-13b,hybrid,0.8,7,0.27300613496932513,1.6917177914110428,0.07300613496932518
E-c,Emollama-chat-13b,hybrid,0.9,7,0.14877300613496933,1.2147239263803682,0.04877300613496935
E-c,Emollama-chat-13b,hybrid,0.1,8,0.9448698315467075,7.522205206738132,0.04486983154670743
E-c,Emollama-chat-13b,hybrid,0.2,8,0.8315467075038285,5.7687595712098005,0.031546707503828486
E-c,Emollama-chat-13b,hybrid,0.3,8,0.7411944869831547,4.664624808575804,0.041194486983154754
E-c,Emollama-chat-13b,hybrid,0.4,8,0.6523736600306279,3.785604900459418,0.05237366003062793
E-c,Emollama-chat-13b,hybrid,0.5,8,0.5788667687595712,3.2618683001531394,0.07886676875957122
E-c,Emollama-chat-13b,hybrid,0.6,8,0.48085758039816234,2.796324655436447,0.08085758039816232
E-c,Emollama-chat-13b,hybrid,0.7,8,0.36906584992343033,2.25114854517611,0.06906584992343029
E-c,Emollama-chat-13b,hybrid,0.8,8,0.23583460949464014,1.6921898928024501,0.03583460949464018
E-c,Emollama-chat-13b,hybrid,0.9,8,0.12557427258805512,1.206738131699847,0.02557427258805514
E-c,Emollama-chat-13b,hybrid,0.1,9,0.9464012251148545,7.793261868300153,0.04640122511485445
E-c,Emollama-chat-13b,hybrid,0.2,9,0.889739663093415,6.050535987748852,0.08973966309341497
E-c,Emollama-chat-13b,hybrid,0.3,9,0.8009188361408882,4.696784073506891,0.10091883614088826
E-c,Emollama-chat-13b,hybrid,0.4,9,0.6860643185298622,3.8483920367534457,0.08606431852986218
E-c,Emollama-chat-13b,hybrid,0.5,9,0.6064318529862175,3.203675344563553,0.10643185298621749
E-c,Emollama-chat-13b,hybrid,0.6,9,0.5267993874425727,2.7595712098009186,0.1267993874425727
E-c,Emollama-chat-13b,hybrid,0.7,9,0.4241960183767228,2.2924961715160794,0.12419601837672278
E-c,Emollama-chat-13b,hybrid,0.8,9,0.2986217457886677,1.774885145482389,0.09862174578866773
E-c,Emollama-chat-13b,hybrid,0.9,9,0.1807044410413476,1.2741194486983154,0.08070444104134764
E-c,Emollama-chat-13b,mondrian,0.1,0,0.9432515337423313,7.961656441717792,0.04325153374233126
E-c,Emollama-chat-13b,mondrian,0.2,0,0.8604294478527608,6.423312883435583,0.06042944785276072
E-c,Emollama-chat-13b,mondrian,0.3,0,0.7914110429447853,5.412576687116564,0.0914110429447853
E-c,Emollama-chat-13b,mondrian,0.4,0,0.6825153374233128,4.423312883435583,0.08251533742331285
E-c,Emollama-chat-13b,mondrian,0.5,0,0.5705521472392638,3.5966257668711656,0.07055214723926384
E-c,Emollama-chat-13b,mondrian,0.6,0,0.48773006134969327,3.021472392638037,0.08773006134969324
E-c,Emollama-chat-13b,mondrian,0.7,0,0.39570552147239263,2.3588957055214723,0.09570552147239259
E-c,Emollama-chat-13b,mondrian,0.8,0,0.27300613496932513,1.8006134969325154,0.07300613496932518
E-c,Emollama-chat-13b,mondrian,0.9,0,0.1441717791411043,1.2423312883435582,0.04417177914110432
E-c,Emollama-chat-13b,mondrian,0.1,1,0.9509954058192955,7.975497702909648,0.050995405819295514
E-c,Emollama-chat-13b,mondrian,0.2,1,0.8805513016845329,6.378254211332313,0.08055130168453284
E-c,Emollama-chat-13b,mondrian,0.3,1,0.7947932618683001,5.094946401225115,0.09479326186830017
E-c,Emollama-chat-13b,mondrian,0.4,1,0.7258805513016845,4.372128637059724,0.12588055130168452
E-c,Emollama-chat-13b,mondrian,0.5,1,0.6523736600306279,3.790199081163859,0.1523736600306279
E-c,Emollama-chat-13b,mondrian,0.6,1,0.5513016845329249,3.1684532924961717,0.15130168453292492
E-c,Emollama-chat-13b,mondrian,0.7,1,0.46248085758039814,2.588055130168453,0.1624808575803981
E-c,Emollama-chat-13b,mondrian,0.8,1,0.2879019908116386,1.8085758039816233,0.08790199081163863
E-c,Emollama-chat-13b,mondrian,0.9,1,0.1669218989280245,1.2695252679938744,0.06692189892802453
E-c,Emollama-chat-13b,mondrian,0.1,2,0.9264931087289433,7.796324655436448,0.026493108728943282
E-c,Emollama-chat-13b,mondrian,0.2,2,0.8728943338437979,6.434915773353752,0.07289433384379784
E-c,Emollama-chat-13b,mondrian,0.3,2,0.8024502297090352,5.298621745788668,0.10245022970903528
E-c,Emollama-chat-13b,mondrian,0.4,2,0.7029096477794793,4.390505359877489,0.10290964777947931
E-c,Emollama-chat-13b,mondrian,0.5,2,0.5972434915773354,3.6232771822358347,0.09724349157733536
E-c,Emollama-chat-13b,mondrian,0.6,2,0.49770290964777947,2.9739663093415007,0.09770290964777945
E-c,Emollama-chat-13b,mondrian,0.7,2,0.3874425727411945,2.4716692189892804,0.08744257274119444
E-c,Emollama-chat-13b,mondrian,0.8,2,0.2542113323124043,1.7350689127105665,0.054211332312404326
E-c,Emollama-chat-13b,mondrian,0.9,2,0.1546707503828484,1.2603369065849923,0.05467075038284841
E-c,Emollama-chat-13b,mondrian,0.1,3,0.9464012251148545,8.082695252679938,0.04640122511485445
E-c,Emollama-chat-13b,mondrian,0.2,3,0.8744257274119449,6.32312404287902,0.07442572741194486
E-c,Emollama-chat-13b,mondrian,0.3,3,0.8085758039816233,5.316998468606432,0.10857580398162336
E-c,Emollama-chat-13b,mondrian,0.4,3,0.7228177641653905,4.367534456355283,0.12281776416539048
E-c,Emollama-chat-13b,mondrian,0.5,3,0.6156202143950995,3.6156202143950997,0.11562021439509951
E-c,Emollama-chat-13b,mondrian,0.6,3,0.47473200612557426,2.923430321592649,0.07473200612557424
E-c,Emollama-chat-13b,mondrian,0.7,3,0.3660030627871363,2.3093415007656968,0.06600306278713625
E-c,Emollama-chat-13b,mondrian,0.8,3,0.225114854517611,1.6370597243491578,0.025114854517611057
E-c,Emollama-chat-13b,mondrian,0.9,3,0.12863705972434916,1.217457886676876,0.028637059724349184
E-c,Emollama-chat-13b,mondrian,0.1,4,0.9539877300613497,8.60122699386503,0.053987730061349715
E-c,Emollama-chat-13b,mondrian,0.2,4,0.8788343558282209,6.368098159509202,0.07883435582822085
E-c,Emollama-chat-13b,mondrian,0.3,4,0.7944785276073619,5.345092024539877,0.09447852760736197
E-c,Emollama-chat-13b,mondrian,0.4,4,0.7269938650306749,4.559815950920245,0.1269938650306749
E-c,Emollama-chat-13b,mondrian,0.5,4,0.6349693251533742,3.8251533742331287,0.13496932515337423
E-c,Emollama-chat-13b,mondrian,0.6,4,0.5260736196319018,3.151840490797546,0.12607361963190178
E-c,Emollama-chat-13b,mondrian,0.7,4,0.4049079754601227,2.4217791411042944,0.10490797546012265
E-c,Emollama-chat-13b,mondrian,0.8,4,0.2684049079754601,1.8021472392638036,0.06840490797546017
E-c,Emollama-chat-13b,mondrian,0.9,4,0.1579754601226994,1.2469325153374233,0.05797546012269941
E-c,Emollama-chat-13b,mondrian,0.1,5,0.9387442572741195,7.950995405819295,0.038744257274119454
E-c,Emollama-chat-13b,mondrian,0.2,5,0.8575803981623277,6.347626339969372,0.05758039816232763
E-c,Emollama-chat-13b,mondrian,0.3,5,0.776416539050536,5.326186830015314,0.07641653905053603
E-c,Emollama-chat-13b,mondrian,0.4,5,0.664624808575804,4.474732006125574,0.064624808575804
E-c,Emollama-chat-13b,mondrian,0.5,5,0.5865237366003063,3.705972434915773,0.08652373660030632
E-c,Emollama-chat-13b,mondrian,0.6,5,0.48238897396630936,3.1990811638591117,0.08238897396630934
E-c,Emollama-chat-13b,mondrian,0.7,5,0.3552833078101072,2.4303215926493107,0.05528330781010715
E-c,Emollama-chat-13b,mondrian,0.8,5,0.26339969372128635,1.793261868300153,0.0633996937212864
E-c,Emollama-chat-13b,mondrian,0.9,5,0.16845329249617153,1.2327718223583461,0.06845329249617155
E-c,Emollama-chat-13b,mondrian,0.1,6,0.9464012251148545,7.905053598774885,0.04640122511485445
E-c,Emollama-chat-13b,mondrian,0.2,6,0.8820826952526799,6.505359877488514,0.08208269525267986
E-c,Emollama-chat-13b,mondrian,0.3,6,0.8284839203675345,5.267993874425727,0.12848392036753453
E-c,Emollama-chat-13b,mondrian,0.4,6,0.7228177641653905,4.336906584992343,0.12281776416539048
E-c,Emollama-chat-13b,mondrian,0.5,6,0.5941807044410413,3.545176110260337,0.09418070444104132
E-c,Emollama-chat-13b,mondrian,0.6,6,0.5022970903522205,2.9387442572741196,0.10229709035222045
E-c,Emollama-chat-13b,mondrian,0.7,6,0.3552833078101072,2.2970903522205206,0.05528330781010715
E-c,Emollama-chat-13b,mondrian,0.8,6,0.23124042879019907,1.6309341500765697,0.031240428790199115
E-c,Emollama-chat-13b,mondrian,0.9,6,0.14088820826952528,1.2404287901990811,0.0408882082695253
E-c,Emollama-chat-13b,mondrian,0.1,7,0.9601226993865031,8.319018404907975,0.06012269938650305
E-c,Emollama-chat-13b,mondrian,0.2,7,0.8880368098159509,6.588957055214724,0.08803680981595086
E-c,Emollama-chat-13b,mondrian,0.3,7,0.8113496932515337,5.329754601226994,0.11134969325153377
E-c,Emollama-chat-13b,mondrian,0.4,7,0.7177914110429447,4.335889570552148,0.11779141104294477
E-c,Emollama-chat-13b,mondrian,0.5,7,0.6441717791411042,3.6549079754601226,0.14417177914110424
E-c,Emollama-chat-13b,mondrian,0.6,7,0.549079754601227,3.124233128834356,0.14907975460122702
E-c,Emollama-chat-13b,mondrian,0.7,7,0.40644171779141103,2.3849693251533743,0.10644171779141098
E-c,Emollama-chat-13b,mondrian,0.8,7,0.27300613496932513,1.7822085889570551,0.07300613496932518
E-c,Emollama-chat-13b,mondrian,0.9,7,0.14877300613496933,1.2453987730061349,0.04877300613496935
E-c,Emollama-chat-13b,mondrian,0.1,8,0.9509954058192955,7.934150076569678,0.050995405819295514
E-c,Emollama-chat-13b,mondrian,0.2,8,0.8606431852986217,6.309341500765697,0.06064318529862167
E-c,Emollama-chat-13b,mondrian,0.3,8,0.7702909647779479,5.217457886676876,0.07029096477794794
E-c,Emollama-chat-13b,mondrian,0.4,8,0.6814701378254211,4.356814701378254,0.08147013782542112
E-c,Emollama-chat-13b,mondrian,0.5,8,0.6110260336906586,3.7243491577335375,0.11102603369065855
E-c,Emollama-chat-13b,mondrian,0.6,8,0.49310872894333846,3.1010719754977027,0.09310872894333844
E-c,Emollama-chat-13b,mondrian,0.7,8,0.3721286370597244,2.5068912710566615,0.07212863705972433
E-c,Emollama-chat-13b,mondrian,0.8,8,0.23889739663093415,1.8131699846860643,0.038897396630934195
E-c,Emollama-chat-13b,mondrian,0.9,8,0.12404287901990811,1.2388973966309342,0.024042879019908134
E-c,Emollama-chat-13b,mondrian,0.1,9,0.9586523736600306,8.120980091883615,0.05865237366003062
E-c,Emollama-chat-13b,mondrian,0.2,9,0.9050535987748851,6.696784073506891,0.10505359877488507
E-c,Emollama-chat-13b,mondrian,0.3,9,0.8238897396630934,5.35375191424196,0.12388973966309347
E-c,Emollama-chat-13b,mondrian,0.4,9,0.7243491577335375,4.433384379785605,0.1243491577335375
E-c,Emollama-chat-13b,mondrian,0.5,9,0.6278713629402757,3.641653905053599,0.12787136294027568
E-c,Emollama-chat-13b,mondrian,0.6,9,0.5482388973966309,3.0872894333843797,0.14823889739663088
E-c,Emollama-chat-13b,mondrian,0.7,9,0.445635528330781,2.546707503828484,0.14563552833078097
E-c,Emollama-chat-13b,mondrian,0.8,9,0.3016845329249617,1.8591117917304747,0.10168453292496177
E-c,Emollama-chat-13b,mondrian,0.9,9,0.17917304747320062,1.2924961715160797,0.07917304747320064
E-c,Emollama-chat-7b,global,0.1,0,0.8986175115207373,7.14900153609831,0.0013824884792627001
E-c,Emollama-chat-7b,global,0.2,0,0.7956989247311828,5.370199692780338,0.004301075268817289
E-c,Emollama-chat-7b,global,0.3,0,0.7004608294930875,4.1551459293394775,0.0004608294930875667
E-c,Emollama-chat-7b,global,0.4,0,0.6129032258064516,3.294930875576037,0.012903225806451646
E-c,Emollama-chat-7b,global,0.5,0,0.5099846390168971,2.5775729646697387,0.009984639016897057
E-c,Emollama-chat-7b,global,0.6,0,0.42089093701996927,2.086021505376344,0.020890937019969247
E-c,Emollama-chat-7b,global,0.7,0,0.31490015360983103,1.631336405529954,0.01490015360983099
E-c,Emollama-chat-7b,global,0.8,0,0.20430107526881722,1.3010752688172043,0.0043010752688172615
E-c,Emollama-chat-7b,global,0.9,0,0.1228878648233487,1.0706605222734256,0.022887864823348716
E-c,Emollama-chat-7b,global,0.1,1,0.8986175115207373,7.244239631336406,0.0013824884792627001
E-c,Emollama-chat-7b,global,0.2,1,0.7910906298003072,5.276497695852535,0.008909370199692845
E-c,Emollama-chat-7b,global,0.3,1,0.6943164362519201,3.946236559139785,0.005683563748079878
E-c,Emollama-chat-7b,global,0.4,1,0.6098310291858678,3.1321044546851,0.009831029185867868
E-c,Emollama-chat-7b,global,0.5,1,0.5299539170506913,2.5929339477726576,0.02995391705069128
E-c,Emollama-chat-7b,global,0.6,1,0.445468509984639,2.0798771121351765,0.04546850998463897
E-c,Emollama-chat-7b,global,0.7,1,0.3225806451612903,1.6497695852534562,0.02258064516129027
E-c,Emollama-chat-7b,global,0.8,1,0.2227342549923195,1.314900153609831,0.02273425499231954
E-c,Emollama-chat-7b,global,0.9,1,0.13671274961597543,1.0814132104454686,0.036712749615975454
E-c,Emollama-chat-7b,global,0.1,2,0.9033742331288344,7.6579754601226995,0.0033742331288343363
E-c,Emollama-chat-7b,global,0.2,2,0.8113496932515337,5.449386503067485,0.011349693251533677
E-c,Emollama-chat-7b,global,0.3,2,0.7131901840490797,4.219325153374233,0.01319018404907979
E-c,Emollama-chat-7b,global,0.4,2,0.6165644171779141,3.329754601226994,0.016564417177914126
E-c,Emollama-chat-7b,global,0.5,2,0.5122699386503068,2.581288343558282,0.012269938650306789
E-c,Emollama-chat-7b,global,0.6,2,0.40950920245398775,2.039877300613497,0.00950920245398773
E-c,Emollama-chat-7b,global,0.7,2,0.299079754601227,1.6273006134969326,0.0009202453987730563
E-c,Emollama-chat-7b,global,0.8,2,0.19785276073619631,1.3113496932515338,0.002147239263803641
E-c,Emollama-chat-7b,global,0.9,2,0.09815950920245399,1.0460122699386503,0.0018404907975459878
E-c,Emollama-chat-7b,global,0.1,3,0.8878648233486943,7.290322580645161,0.012135176651305701
E-c,Emollama-chat-7b,global,0.2,3,0.7864823348694316,5.321044546850999,0.013517665130568401
E-c,Emollama-chat-7b,global,0.3,3,0.6927803379416283,4.093701996927804,0.007219662058371656
E-c,Emollama-chat-7b,global,0.4,3,0.5775729646697388,3.164362519201229,0.022427035330261136
E-c,Emollama-chat-7b,global,0.5,3,0.511520737327189,2.672811059907834,0.011520737327188946
E-c,Emollama-chat-7b,global,0.6,3,0.41781874039938555,2.19815668202765,0.017818740399385524
E-c,Emollama-chat-7b,global,0.7,3,0.28417818740399386,1.6390168970814132,0.01582181259600618
E-c,Emollama-chat-7b,global,0.8,3,0.1858678955453149,1.293394777265745,0.014132104454685046
E-c,Emollama-chat-7b,global,0.9,3,0.10138248847926268,1.0614439324116745,0.0013824884792627001
E-c,Emollama-chat-7b,global,0.1,4,0.9248466257668712,7.651840490797546,0.024846625766871133
E-c,Emollama-chat-7b,global,0.2,4,0.8174846625766872,5.532208588957055,0.017484662576687127
E-c,Emollama-chat-7b,global,0.3,4,0.7315950920245399,4.424846625766871,0.03159509202453992
